"","day_index","day","year","mo","county","temp","prcp","NUM_COLLISIONS"
"2484",569,6,2014,2,"Bronx County",28.2,0,0.199029126213592
"2493",573,7,2014,2,"Bronx County",30.3,0,0.252427184466019
"2501",576,1,2014,2,"Bronx County",28.9,0,0.300970873786408
"2514",584,2,2014,2,"Bronx County",24,0,0.364077669902913
"2523",588,3,2014,2,"Bronx County",23.7,0,0.354368932038835
"2535",595,4,2014,2,"Bronx County",37,0,0.194174757281553
"2545",600,5,2014,2,"Bronx County",40.2,1.41,0.451456310679612
"2554",604,6,2014,2,"Bronx County",35.2,0.02,0.325242718446602
"2562",607,7,2014,2,"Bronx County",29.8,0.63,0.257281553398058
"2571",611,1,2014,2,"Bronx County",24.3,0,0.228155339805825
"2581",616,2,2014,2,"Bronx County",28.2,0,0.223300970873786
"2594",624,3,2014,2,"Bronx County",35,0.11,0.233009708737864
"2603",628,4,2014,2,"Bronx County",39.6,0.19,0.257281553398058
"2612",632,5,2014,2,"Bronx County",42.2,0.26,0.179611650485437
"2621",636,6,2014,2,"Bronx County",41.4,0.44,0.271844660194175
"2631",641,7,2014,2,"Bronx County",42,0,0.233009708737864
"2642",647,1,2014,2,"Bronx County",37.5,0.09,0.271844660194175
"2654",654,2,2014,2,"Bronx County",27,0.04,0.252427184466019
"2661",656,3,2014,2,"Bronx County",25.8,0,0.242718446601942
"2679",664,6,2014,3,"Bronx County",24.1,0,0.223300970873786
"2690",670,7,2014,3,"Bronx County",35.1,0,0.169902912621359
"2698",673,1,2014,3,"Bronx County",27.3,0,0.223300970873786
"2709",679,2,2014,3,"Bronx County",24.8,0,0.320388349514563
"2717",682,3,2014,3,"Bronx County",29.5,0,0.242718446601942
"2726",686,4,2014,3,"Bronx County",26.3,0,0.262135922330097
"2739",694,5,2014,3,"Bronx County",29.4,0,0.199029126213592
"2748",698,6,2014,3,"Bronx County",40.3,0,0.233009708737864
"2760",705,7,2014,3,"Bronx County",35.2,0,0.150485436893204
"2767",707,1,2014,3,"Bronx County",33.5,0,0.296116504854369
"2779",714,2,2014,3,"Bronx County",41.3,0,0.184466019417476
"2788",718,3,2014,3,"Bronx County",43.4,0,0.20873786407767
"2800",725,4,2014,3,"Bronx County",32.2,0.6,0.233009708737864
"2808",728,5,2014,3,"Bronx County",25.4,0.03,0.252427184466019
"2820",370,6,2014,3,"Bronx County",41.3,0,0.131067961165049
"2830",375,7,2014,3,"Bronx County",35.3,0,0.116504854368932
"2839",379,1,2014,3,"Bronx County",28.5,0,0.223300970873786
"2846",381,2,2014,3,"Bronx County",27.7,0,0.233009708737864
"2859",389,3,2014,3,"Bronx County",35,0,0.20873786407767
"2866",391,4,2014,3,"Bronx County",41.7,0.4,0.203883495145631
"2876",396,5,2014,3,"Bronx County",39.3,0,0.320388349514563
"2887",402,6,2014,3,"Bronx County",38.1,0,0.252427184466019
"2897",407,7,2014,3,"Bronx County",38.9,0,0.16504854368932
"2906",411,1,2014,3,"Bronx County",27.4,0,0.199029126213592
"2919",419,2,2014,3,"Bronx County",26.5,0,0.257281553398058
"2926",421,3,2014,3,"Bronx County",30.8,0,0.271844660194175
"2937",427,4,2014,3,"Bronx County",28.4,0,0.252427184466019
"2947",432,5,2014,3,"Bronx County",41.2,0,0.262135922330097
"2958",438,6,2014,3,"Bronx County",44.9,0.02,0.300970873786408
"2964",444,7,2014,3,"Bronx County",46.3,1.22,0.160194174757282
"2968",448,1,2014,3,"Bronx County",37.8,0.29,0.228155339805825
"4209",454,2,2014,4,"Bronx County",37.1,0.03,0.213592233009709
"4219",459,3,2014,4,"Bronx County",39.3,0,0.194174757281553
"4229",464,4,2014,4,"Bronx County",40.9,0,0.29126213592233
"4238",468,5,2014,4,"Bronx County",40,0,0.257281553398058
"4247",472,6,2014,4,"Bronx County",44.8,0.03,0.228155339805825
"4259",479,7,2014,4,"Bronx County",41.1,0,0.179611650485437
"4270",485,1,2014,4,"Bronx County",42,0,0.194174757281553
"4278",488,2,2014,4,"Bronx County",47.7,0.7,0.286407766990291
"4287",492,3,2014,4,"Bronx County",46.8,0.45,0.325242718446602
"4298",498,4,2014,4,"Bronx County",41.6,0,0.213592233009709
"4308",503,5,2014,4,"Bronx County",48,0,0.320388349514563
"4317",507,6,2014,4,"Bronx County",50.1,0,0.257281553398058
"4327",512,7,2014,4,"Bronx County",47,0,0.233009708737864
"4339",519,1,2014,4,"Bronx County",52.2,0,0.203883495145631
"4347",522,2,2014,4,"Bronx County",52.6,0,0.160194174757282
"4358",528,3,2014,4,"Bronx County",42.9,0.71,0.296116504854369
"4368",533,4,2014,4,"Bronx County",37.5,0.67,0.213592233009709
"4379",539,5,2014,4,"Bronx County",40.4,0,0.223300970873786
"4388",543,6,2014,4,"Bronx County",45.7,0,0.296116504854369
"4400",550,7,2014,4,"Bronx County",44.2,0,0.150485436893204
"4410",555,1,2014,4,"Bronx County",43.1,0,0.233009708737864
"4418",558,2,2014,4,"Bronx County",49.5,0,0.189320388349515
"4427",562,3,2014,4,"Bronx County",49.5,0.01,0.150485436893204
"4440",570,4,2014,4,"Bronx County",49.6,0.12,0.20873786407767
"4448",573,5,2014,4,"Bronx County",49,0,0.257281553398058
"4460",580,6,2014,4,"Bronx County",44.9,0,0.233009708737864
"4468",583,7,2014,4,"Bronx County",42.4,0.37,0.169902912621359
"4476",586,1,2014,4,"Bronx County",46.5,0.01,0.262135922330097
"4485",595,2,2014,4,"Bronx County",44.2,0,0.213592233009709
"4489",599,3,2014,4,"Bronx County",43.5,0.01,0.296116504854369
"5678",603,4,2014,5,"Bronx County",50.3,0.35,0.325242718446602
"5686",606,5,2014,5,"Bronx County",51.9,0.21,0.354368932038835
"5699",614,6,2014,5,"Bronx County",50.9,0.01,0.223300970873786
"5707",617,7,2014,5,"Bronx County",51.4,0.02,0.189320388349515
"5719",624,1,2014,5,"Bronx County",53.7,0,0.242718446601942
"5730",630,2,2014,5,"Bronx County",52.2,0.01,0.237864077669903
"5739",634,3,2014,5,"Bronx County",51.6,0,0.29126213592233
"5748",638,4,2014,5,"Bronx County",52,0,0.218446601941748
"5756",641,5,2014,5,"Bronx County",51.5,0,0.276699029126214
"5768",648,6,2014,5,"Bronx County",54.8,0,0.237864077669903
"5777",652,7,2014,5,"Bronx County",58.3,0.24,0.20873786407767
"5790",660,1,2014,5,"Bronx County",57.8,0.23,0.218446601941748
"5796",661,2,2014,5,"Bronx County",51.8,0,0.174757281553398
"5809",669,3,2014,5,"Bronx County",51.2,0,0.228155339805825
"5817",672,4,2014,5,"Bronx County",57.8,0,0.276699029126214
"5827",677,5,2014,5,"Bronx County",58.3,0,0.29126213592233
"5838",683,6,2014,5,"Bronx County",57.7,0.26,0.262135922330097
"5847",687,7,2014,5,"Bronx County",56.5,0.43,0.213592233009709
"5860",695,1,2014,5,"Bronx County",56.9,0,0.228155339805825
"5866",696,2,2014,5,"Bronx County",56.4,0.11,0.266990291262136
"5880",705,3,2014,5,"Bronx County",56.3,0,0.218446601941748
"5886",706,4,2014,5,"Bronx County",50.3,0,0.174757281553398
"5896",711,5,2014,5,"Bronx County",54.9,0.02,0.29126213592233
"5908",718,6,2014,5,"Bronx County",54.6,0.01,0.266990291262136
"5920",725,7,2014,5,"Bronx County",53.7,0,0.252427184466019
"5928",728,1,2014,5,"Bronx County",56.7,0,0.184466019417476
"5937",367,2,2014,5,"Bronx County",61.1,0.02,0.300970873786408
"5950",375,3,2014,5,"Bronx County",51.1,0,0.266990291262136
"5958",378,4,2014,5,"Bronx County",52,0.01,0.252427184466019
"5962",382,5,2014,5,"Bronx County",49.7,0,0.325242718446602
"5966",386,6,2014,5,"Bronx County",53.9,0,0.266990291262136
"7257",392,7,2014,6,"Bronx County",58.4,0,0.262135922330097
"7267",397,1,2014,6,"Bronx County",57.4,0,0.296116504854369
"7277",402,2,2014,6,"Bronx County",58.2,0,0.242718446601942
"7288",408,3,2014,6,"Bronx County",55.2,0,0.247572815533981
"7296",411,4,2014,6,"Bronx County",60,0.01,0.247572815533981
"7310",420,5,2014,6,"Bronx County",61.3,2.21,0.262135922330097
"7317",422,6,2014,6,"Bronx County",65.6,0,0.252427184466019
"7327",427,7,2014,6,"Bronx County",64.9,0,0.203883495145631
"7339",434,1,2014,6,"Bronx County",61.2,0,0.189320388349515
"7350",440,2,2014,6,"Bronx County",63.8,0.03,0.169902912621359
"7360",445,3,2014,6,"Bronx County",61.2,0.16,0.20873786407767
"7369",449,4,2014,6,"Bronx County",61,0,0.237864077669903
"7378",453,5,2014,6,"Bronx County",61.7,0.02,0.320388349514563
"7390",460,6,2014,6,"Bronx County",66.5,0.26,0.364077669902913
"7396",461,7,2014,6,"Bronx County",66.1,0.02,0.228155339805825
"7406",466,1,2014,6,"Bronx County",65.2,0,0.242718446601942
"7417",472,2,2014,6,"Bronx County",62.5,0,0.271844660194175
"7426",476,3,2014,6,"Bronx County",71.6,0.01,0.286407766990291
"7436",481,4,2014,6,"Bronx County",67.3,0,0.276699029126214
"7450",490,5,2014,6,"Bronx County",64.6,0.08,0.364077669902913
"7459",494,6,2014,6,"Bronx County",59.9,0,0.305825242718447
"7470",500,7,2014,6,"Bronx County",63.2,0,0.223300970873786
"7479",504,1,2014,6,"Bronx County",62.1,0,0.33495145631068
"7489",509,2,2014,6,"Bronx County",60,0,0.300970873786408
"7500",515,3,2014,6,"Bronx County",66.8,0,0.300970873786408
"7508",518,4,2014,6,"Bronx County",66.7,0.01,0.29126213592233
"7516",521,5,2014,6,"Bronx County",63.9,0.13,0.29126213592233
"7528",528,6,2014,6,"Bronx County",62.2,0.02,0.300970873786408
"7534",534,7,2014,6,"Bronx County",64.7,0.01,0.252427184466019
"7539",539,1,2014,6,"Bronx County",67.3,0.01,0.199029126213592
"8832",542,2,2014,7,"Bronx County",68.6,0.01,0.29126213592233
"8842",547,3,2014,7,"Bronx County",69,0,0.252427184466019
"8855",555,4,2014,7,"Bronx County",69.1,0,0.305825242718447
"8865",560,5,2014,7,"Bronx County",69.9,0,0.174757281553398
"8873",563,6,2014,7,"Bronx County",67,1.88,0.276699029126214
"8885",570,7,2014,7,"Bronx County",68.2,0.11,0.184466019417476
"8891",571,1,2014,7,"Bronx County",68.6,0.04,0.305825242718447
"8902",577,2,2014,7,"Bronx County",69.5,0.01,0.228155339805825
"8913",583,3,2014,7,"Bronx County",69.4,0.02,0.29126213592233
"8922",587,4,2014,7,"Bronx County",69.4,0.01,0.228155339805825
"8934",594,5,2014,7,"Bronx County",69.1,0.03,0.29126213592233
"8943",598,6,2014,7,"Bronx County",65.7,0.01,0.305825242718447
"8954",604,7,2014,7,"Bronx County",68.7,0.01,0.218446601941748
"8965",610,1,2014,7,"Bronx County",69.7,0,0.252427184466019
"8973",613,2,2014,7,"Bronx County",71.4,0,0.199029126213592
"8985",620,3,2014,7,"Bronx County",70.4,0,0.271844660194175
"8993",623,4,2014,7,"Bronx County",70.4,0.01,0.233009708737864
"9001",626,5,2014,7,"Bronx County",69.6,0.04,0.233009708737864
"9015",635,6,2014,7,"Bronx County",65,0,0.169902912621359
"9021",636,7,2014,7,"Bronx County",65.2,0,0.194174757281553
"9033",643,1,2014,7,"Bronx County",65.9,0.4,0.233009708737864
"9042",647,2,2014,7,"Bronx County",67.1,0.02,0.271844660194175
"9051",651,3,2014,7,"Bronx County",69.2,0.01,0.252427184466019
"9065",660,4,2014,7,"Bronx County",69.6,0.04,0.271844660194175
"9073",663,5,2014,7,"Bronx County",67.4,0,0.364077669902913
"9081",666,6,2014,7,"Bronx County",66.9,0,0.286407766990291
"9095",675,7,2014,7,"Bronx County",68.6,0.01,0.218446601941748
"9102",677,1,2014,7,"Bronx County",69.4,0.01,0.184466019417476
"9114",684,2,2014,7,"Bronx County",68.9,0.12,0.233009708737864
"9116",686,3,2014,7,"Bronx County",67.3,0,0.218446601941748
"9124",694,4,2014,7,"Bronx County",67.7,0.01,0.223300970873786
"10510",700,5,2014,8,"Bronx County",67.5,0.01,0.262135922330097
"10519",704,6,2014,8,"Bronx County",64.3,0.56,0.252427184466019
"10526",706,7,2014,8,"Bronx County",66.4,0.6,0.189320388349515
"10540",715,1,2014,8,"Bronx County",68.2,0.04,0.266990291262136
"10550",720,2,2014,8,"Bronx County",69.2,0,0.199029126213592
"10556",721,3,2014,8,"Bronx County",70.1,0.01,0.257281553398058
"10568",728,4,2014,8,"Bronx County",69.3,0,0.257281553398058
"10579",369,5,2014,8,"Bronx County",66.3,0.19,0.262135922330097
"10590",375,6,2014,8,"Bronx County",70.4,0,0.247572815533981
"10599",379,7,2014,8,"Bronx County",69.1,0.01,0.174757281553398
"10609",384,1,2014,8,"Bronx County",66.3,0.01,0.199029126213592
"10620",390,2,2014,8,"Bronx County",67.2,0.01,0.169902912621359
"10626",391,3,2014,8,"Bronx County",66.6,0.39,0.262135922330097
"10637",397,4,2014,8,"Bronx County",67.8,0.02,0.281553398058252
"10650",405,5,2014,8,"Bronx County",66.8,0.01,0.257281553398058
"10659",409,6,2014,8,"Bronx County",66.3,0,0.189320388349515
"10667",412,7,2014,8,"Bronx County",68.3,0.06,0.174757281553398
"10676",416,1,2014,8,"Bronx County",67.9,0,0.257281553398058
"10690",425,2,2014,8,"Bronx County",63.9,0.01,0.223300970873786
"10698",428,3,2014,8,"Bronx County",63.8,0.01,0.237864077669903
"10710",435,4,2014,8,"Bronx County",67.1,0.01,0.213592233009709
"10716",436,5,2014,8,"Bronx County",63.9,0.01,0.271844660194175
"10730",445,6,2014,8,"Bronx County",65.6,0.02,0.228155339805825
"10736",446,7,2014,8,"Bronx County",63.9,0.01,0.184466019417476
"10748",453,1,2014,8,"Bronx County",63.3,0,0.199029126213592
"10760",460,2,2014,8,"Bronx County",63,0,0.305825242718447
"10770",465,3,2014,8,"Bronx County",67.5,0.02,0.247572815533981
"10780",470,4,2014,8,"Bronx County",71,0.01,0.262135922330097
"10787",472,5,2014,8,"Bronx County",67.2,0.03,0.257281553398058
"10795",480,6,2014,8,"Bronx County",60.1,0,0.252427184466019
"10798",483,7,2014,8,"Bronx County",69.1,0,0.223300970873786
"12173",488,1,2014,9,"Bronx County",71.5,0.14,0.135922330097087
"12184",494,2,2014,9,"Bronx County",71.1,0.01,0.325242718446602
"12194",499,3,2014,9,"Bronx County",74,0,0.300970873786408
"12205",505,4,2014,9,"Bronx County",69.4,0,0.315533980582524
"12214",509,5,2014,9,"Bronx County",70.3,0.01,0.262135922330097
"12224",514,6,2014,9,"Bronx County",72,0.01,0.233009708737864
"12233",518,7,2014,9,"Bronx County",70.1,0,0.242718446601942
"12245",525,1,2014,9,"Bronx County",63.6,0.01,0.281553398058252
"12250",530,2,2014,9,"Bronx County",64.6,0,0.237864077669903
"12251",531,3,2014,9,"Bronx County",66.2,0,0.29126213592233
"12260",540,4,2014,9,"Bronx County",64.4,0,0.213592233009709
"12262",542,5,2014,9,"Bronx County",67.1,0,0.354368932038835
"12266",546,6,2014,9,"Bronx County",59.9,0,0.233009708737864
"12275",555,7,2014,9,"Bronx County",62.2,0.04,0.218446601941748
"12279",559,1,2014,9,"Bronx County",57.5,0,0.271844660194175
"12283",563,2,2014,9,"Bronx County",61.2,0,0.320388349514563
"12287",567,3,2014,9,"Bronx County",61.9,0,0.276699029126214
"12295",575,4,2014,9,"Bronx County",61.1,0,0.223300970873786
"12298",578,5,2014,9,"Bronx County",57.2,0,0.252427184466019
"12304",584,6,2014,9,"Bronx County",57,0,0.276699029126214
"12308",588,7,2014,9,"Bronx County",66.1,0,0.179611650485437
"12311",591,1,2014,9,"Bronx County",67.9,0.11,0.339805825242718
"12317",597,2,2014,9,"Bronx County",59,0.01,0.262135922330097
"12325",605,3,2014,9,"Bronx County",58.9,0,0.242718446601942
"12330",610,4,2014,9,"Bronx County",59.7,0,0.276699029126214
"12331",611,5,2014,9,"Bronx County",63.1,1.99,0.349514563106796
"12339",619,6,2014,9,"Bronx County",63.5,0.01,0.252427184466019
"12341",621,7,2014,9,"Bronx County",63.3,0,0.199029126213592
"12349",629,1,2014,9,"Bronx County",65.9,0.02,0.218446601941748
"12353",633,2,2014,9,"Bronx County",63.3,0.02,0.218446601941748
"13857",637,3,2014,10,"Bronx County",62.4,0.24,0.233009708737864
"13863",643,4,2014,10,"Bronx County",59.9,1.08,0.203883495145631
"13870",650,5,2014,10,"Bronx County",58.5,0.01,0.378640776699029
"13875",655,6,2014,10,"Bronx County",59.4,0.02,0.266990291262136
"13880",660,7,2014,10,"Bronx County",59.6,0.08,0.160194174757282
"13882",662,1,2014,10,"Bronx County",55.7,0,0.296116504854369
"13887",667,2,2014,10,"Bronx County",63,0,0.252427184466019
"13895",675,3,2014,10,"Bronx County",65.2,0.07,0.310679611650485
"13900",680,4,2014,10,"Bronx County",60.8,0.39,0.150485436893204
"13905",685,5,2014,10,"Bronx County",59,0,0.276699029126214
"13910",690,6,2014,10,"Bronx County",52.9,0.15,0.242718446601942
"13911",691,7,2014,10,"Bronx County",53.3,0.78,0.16504854368932
"13920",700,1,2014,10,"Bronx County",50.9,0,0.199029126213592
"13925",705,2,2014,10,"Bronx County",63.2,0,0.266990291262136
"13930",710,3,2014,10,"Bronx County",64.9,0.01,0.262135922330097
"13934",714,4,2014,10,"Bronx County",65,0.05,0.237864077669903
"13938",718,5,2014,10,"Bronx County",63.2,1.04,0.247572815533981
"13945",725,6,2014,10,"Bronx County",62.7,0.02,0.233009708737864
"13949",729,7,2014,10,"Bronx County",56,0.01,0.155339805825243
"13955",370,1,2014,10,"Bronx County",49,0,0.257281553398058
"13956",371,2,2014,10,"Bronx County",57.7,0,0.237864077669903
"13964",379,3,2014,10,"Bronx County",57,0.23,0.257281553398058
"13968",383,4,2014,10,"Bronx County",59.5,0.1,0.218446601941748
"13972",387,5,2014,10,"Bronx County",54.3,0.16,0.247572815533981
"13976",391,6,2014,10,"Bronx County",54.7,0,0.247572815533981
"13985",400,7,2014,10,"Bronx County",57.6,0.04,0.237864077669903
"13986",401,1,2014,10,"Bronx County",54.1,0,0.276699029126214
"13994",409,2,2014,10,"Bronx County",54.3,0,0.237864077669903
"13998",413,3,2014,10,"Bronx County",61.9,0,0.228155339805825
"14001",416,4,2014,10,"Bronx County",56.1,0,0.237864077669903
"14007",422,5,2014,10,"Bronx County",51.3,0,0.237864077669903
"14052",427,1,2014,11,"Bronx County",48.2,0,0.262135922330097
"14057",432,2,2014,11,"Bronx County",51,0,0.174757281553398
"14065",440,3,2014,11,"Bronx County",56.5,0,0.184466019417476
"14069",444,4,2014,11,"Bronx County",49.8,0,0.320388349514563
"14075",450,5,2014,11,"Bronx County",43.7,0.22,0.276699029126214
"14080",455,6,2014,11,"Bronx County",37,0.05,0.228155339805825
"14085",460,7,2014,11,"Bronx County",38.1,0,0.16504854368932
"14086",461,1,2014,11,"Bronx County",52.1,0.09,0.286407766990291
"14091",466,2,2014,11,"Bronx County",48.9,2.91,0.388349514563107
"14097",472,3,2014,11,"Bronx County",33.6,0.02,0.228155339805825
"14103",478,4,2014,11,"Bronx County",45.7,0.03,0.257281553398058
"14108",483,5,2014,11,"Bronx County",36.8,0,0.33495145631068
"14113",488,6,2014,11,"Bronx County",37.1,0,0.233009708737864
"14120",495,7,2014,11,"Bronx County",52.6,0,0.150485436893204
"14124",499,1,2014,11,"Bronx County",54.8,0,0.266990291262136
"14129",504,2,2014,11,"Bronx County",56.7,0.26,0.286407766990291
"14131",506,3,2014,11,"Bronx County",48,0.01,0.310679611650485
"14139",514,4,2014,11,"Bronx County",41.8,1.86,0.179611650485437
"14141",516,5,2014,11,"Bronx County",37,0.05,0.262135922330097
"14148",523,6,2014,11,"Bronx County",30.9,0,0.203883495145631
"14152",527,7,2014,11,"Bronx County",46.1,0,0.12621359223301
"15360",535,6,2014,11,"Bronx County",53,0.08,0.344660194174757
"15363",538,7,2014,11,"Bronx County",43.5,1.15,0.223300970873786
"15366",541,1,2014,11,"Bronx County",44.6,0.66,0.276699029126214
"15373",548,2,2014,11,"Bronx County",52.7,0,0.150485436893204
"15376",551,3,2014,11,"Bronx County",57.7,0,0.247572815533981
"15385",560,4,2014,11,"Bronx County",53.6,0.02,0.320388349514563
"15390",565,5,2014,11,"Bronx County",52.5,0.85,0.247572815533981
"15393",568,6,2014,11,"Bronx County",43.9,0.03,0.223300970873786
"15396",571,7,2014,11,"Bronx County",53.2,0,0.145631067961165
"15476",576,1,2014,12,"Bronx County",53.2,0,0.276699029126214
"15484",584,2,2014,12,"Bronx County",42.5,0.09,0.281553398058252
"15487",587,3,2014,12,"Bronx County",51.2,0.22,0.247572815533981
"15495",595,4,2014,12,"Bronx County",43.1,0.01,0.242718446601942
"15497",597,5,2014,12,"Bronx County",39.3,0,0.266990291262136
"15502",602,6,2014,12,"Bronx County",48.9,0.13,0.286407766990291
"15507",607,7,2014,12,"Bronx County",41.9,1.96,0.179611650485437
"15512",612,1,2014,12,"Bronx County",35.4,0.67,0.266990291262136
"15516",616,2,2014,12,"Bronx County",48.7,0.03,0.257281553398058
"15522",622,3,2014,12,"Bronx County",47.9,2.11,0.320388349514563
"15530",630,4,2014,12,"Bronx County",40.8,0.05,0.276699029126214
"15533",633,5,2014,12,"Bronx County",37,0.04,0.296116504854369
"15540",640,6,2014,12,"Bronx County",36.9,0,0.262135922330097
"15544",644,7,2014,12,"Bronx County",39,0,0.223300970873786
"15548",648,1,2014,12,"Bronx County",37.8,0,0.29126213592233
"15555",655,2,2014,12,"Bronx County",44,0,0.266990291262136
"15556",656,3,2014,12,"Bronx County",48.6,0.1,0.281553398058252
"15563",663,4,2014,12,"Bronx County",42.4,0,0.300970873786408
"15570",670,5,2014,12,"Bronx County",37.3,0,0.300970873786408
"15572",672,6,2014,12,"Bronx County",38.2,0,0.228155339805825
"15576",676,7,2014,12,"Bronx County",41.4,0.06,0.174757281553398
"15584",684,1,2014,12,"Bronx County",42.9,0,0.233009708737864
"15589",689,2,2014,12,"Bronx County",47.4,0.03,0.305825242718447
"15592",692,3,2014,12,"Bronx County",50.7,0.55,0.223300970873786
"15599",699,4,2014,12,"Bronx County",53.1,0.88,0.140776699029126
"15601",701,5,2014,12,"Bronx County",44.8,0.2,0.16504854368932
"15610",710,6,2014,12,"Bronx County",43.7,0,0.179611650485437
"15613",713,7,2014,12,"Bronx County",47,0.01,0.131067961165049
"15618",718,1,2014,12,"Bronx County",41.2,0.01,0.12621359223301
"15624",724,2,2014,12,"Bronx County",32.1,0,0.179611650485437
"15627",727,3,2014,12,"Bronx County",26.9,0,0.242718446601942
"199",734,4,2015,1,"Bronx County",31.8,0,0.174107142857143
"205",740,5,2015,1,"Bronx County",40.4,0,0.209821428571429
"207",742,6,2015,1,"Bronx County",34.5,0,0.223214285714286
"211",746,7,2015,1,"Bronx County",48.6,0.21,0.160714285714286
