"","Bronx County","Kings County","New York County","Queens County","Richmond County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"9536",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1888,62,2018,37.6,28.7,1032.5,10,16,29.9,45,30.9,0,0,0,0.616740088105727
"9542",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1894,68,2018,40.4,32.9,1018.5,10,10.1,999.9,48,30.9,0,0,0,0.696035242290749
"9545",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1897,71,2018,41.6,40.3,1017.6,8.1,6.5,999.9,48.9,35.1,0,0,0,0.625550660792952
"9553",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1905,79,2018,46.8,46.8,1008.8,2.1,11.5,999.9,48.9,35.1,0,0,1,0.568281938325991
"9556",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1908,82,2018,43.6,33.1,1019.1,9.6,12.6,22.9,48.9,39,0.08,0,0,0.718061674008811
"9561",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1913,87,2018,44.2,40.5,1017.3,10,13.4,27,50,39,0,0,0,0.484581497797357
"9567",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1919,93,2018,37.7,31.2,1018.7,8.1,8.4,999.9,50,33.1,0.01,0,1,0.568281938325991
"9571",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1923,97,2018,35.3,32.5,1021.9,9.3,7.5,21,45,24.1,0.3,0,0,0.550660792951542
"9578",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1930,104,2018,47.3,46.9,1005.1,3.5,15.7,34,55.9,39.2,0.39,0,1,0.581497797356828
"9580",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1932,106,2018,39.9,24,1010.7,10,17,33,57,34,0.17,0,0,0.572687224669604
"9586",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1938,112,2018,38,25.2,1019,9.4,12.2,36.9,46.9,28.9,0,0,0,0.497797356828194
"9590",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1942,116,2018,43.5,37.2,1008.6,8.7,10.7,29.9,50,28.9,0.1,0,0,0.458149779735683
"9598",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1950,124,2018,37.9,28.3,1009.4,9.5,11.2,28,50,33.1,0.03,0,0,0.533039647577093
"9602",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1954,128,2018,36.3,20.4,1018.1,10,12.6,22.9,42.1,30.9,0.01,0,0,0.748898678414097
"9606",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1958,132,2018,37.7,31.7,1021.9,9.1,6.5,999.9,42.1,30.9,0,0,0,0.621145374449339
"9610",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1962,136,2018,37.9,33,1021,10,6.5,999.9,44.1,30,0,0,0,0.563876651982379
"9618",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1970,144,2018,42.8,38.5,1019.4,10,9.8,999.9,50,28.9,0,0,0,0.696035242290749
"9621",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1973,147,2018,47.7,45.3,1013.5,6.7,15.4,32.1,51.1,37,0.02,0,1,0.845814977973568
"9626",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1978,152,2018,47.7,45,1017.1,7,13.7,28.9,52,42.1,0.08,0,0,0.713656387665198
"9634",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1986,160,2018,39.7,31.5,1027.4,9,17.5,33,55,37,0,0,0,0.537444933920705
"9639",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1991,165,2018,44.7,44.7,1019.3,2.6,21.6,36.9,53.1,37,0.11,0,1,0.832599118942731
"9642",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,168,2018,45.6,41.3,1001.3,8.4,16.1,28.9,53.1,39,0.43,0,0,0.744493392070485
"9645",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1997,171,2018,41.9,34.1,1005.6,10,16.6,34,50,37,0.05,0,0,0.687224669603524
"9653",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,179,2018,41.8,40.6,1007,9.6,8.6,999.9,46.9,37,0.02,0,0,0.806167400881057
"9656",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,182,2018,43.2,33.2,1014.9,10,11.6,24.1,51.1,37,0.08,0,0,0.859030837004405
"9661",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,187,2018,44.6,31.9,1024.6,10,10.5,18.1,52,37,0,0,0,0.691629955947137
"9665",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,191,2018,46.3,33.1,1026.8,10,7.2,999.9,55.9,37,0,0,0,0.555066079295154
"9674",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2026,200,2018,46.4,33.6,1030.7,10,7.1,15.9,57.9,35.1,0,0,0,0.801762114537445
"9678",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2030,204,2018,44.7,41.7,1030.4,10,6.7,999.9,57.9,34,0,0,0,0.753303964757709
"9680",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2032,206,2018,49.2,48.2,1019.5,7.1,15.1,35.9,55,35.1,0.01,0,0,0.73568281938326
"9685",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2037,211,2018,50,48.9,1005.4,3.2,12.7,27,55,48,0.81,0,1,0.828193832599119
"9690",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2042,216,2018,48.8,46.9,1011.9,7.8,9.2,999.9,55.9,39.9,0.03,0,1,0.656387665198238
"9696",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,222,2018,49.5,48.3,1010.7,5.1,6.3,999.9,60.1,39.9,0.13,0,1,0.696035242290749
"9700",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2052,226,2018,50.5,48.7,1010.3,9.2,5.9,15,60.1,43,0,0,0,0.555066079295154
"9708",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2060,234,2018,46.2,40.4,1013.5,10,12,22,57.9,41,0.07,0,0,0.744493392070485
"9713",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2065,239,2018,49.7,48.5,1020.2,9.7,8.6,17.1,54,43,0.09,0,0,0.634361233480176
"9715",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2067,241,2018,50.5,49.6,1016.9,6.4,5.5,999.9,57,48,0,0,1,0.700440528634361
"9720",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2072,246,2018,53.9,53.4,1013,3,10.7,27,60.1,48,0,0,1,0.889867841409692
"9726",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2078,252,2018,55.3,53.8,1018.9,9.3,8.5,17.1,60.1,50,0.02,0,0,0.784140969162996
"9731",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2083,257,2018,54.1,54.1,1016.7,5.3,3.6,999.9,62.1,50,0.32,0,1,0.819383259911894
"9735",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2087,261,2018,52.2,49.1,1024.8,5.7,10.9,28.9,62.1,48,0.17,0,1,0.581497797356828
"9740",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2092,266,2018,49.6,49,1027.5,6,9.8,21,55.9,46,0,0,1,0.594713656387665
"9745",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2097,271,2018,56.5,56.4,1015.4,0.7,13.9,26,60.8,51.1,0.15,0,1,0.669603524229075
"9750",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2102,276,2018,60.9,51,1019,9.5,8.7,999.9,69.1,52,0.03,0,0,0.744493392070485
"9758",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2110,284,2018,54.6,49.5,1021.1,10,7,999.9,69.1,48,0,0,0,0.748898678414097
"9760",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2112,286,2018,57.3,55.7,1012.9,6.9,7,999.9,68,50,0.24,0,1,0.841409691629956
"9766",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2118,292,2018,56.3,49.7,1017.5,9.6,9.6,999.9,68,50,0.11,0,0,0.911894273127753
"9774",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2126,300,2018,56.5,53.6,1015.2,8,13.6,25.1,63,50,0,0,1,0.94273127753304
"9779",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2131,305,2018,58.8,56.7,1009.8,7.1,13.8,22,64.4,55,0,0,1,0.696035242290749
"9781",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2133,307,2018,53.7,53.4,1016.4,6,12.6,28,64,51.1,0,0,0,0.581497797356828
"9786",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2138,312,2018,53.4,52.6,1017.4,5.8,11.6,24.1,57.9,50,0.08,0,0,0.422907488986784
"9793",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2145,319,2018,57.7,55.8,1015.6,6,8.5,19,77,50,0.01,0,1,0.889867841409692
"9795",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2147,321,2018,59.2,54.2,1021.3,6.4,7.5,999.9,77,50,0,0,1,0.951541850220264
"9801",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2153,327,2018,55.1,54.6,1019.2,3.7,6.5,999.9,69.1,50,0,0,1,0.828193832599119
"9805",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2157,331,2018,48.4,43.7,1015.9,10,7.6,20,57,41,0.01,0,0,0.73568281938326
"9811",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2163,337,2018,54.5,45.7,1016.7,10,13.1,22,66,43,0,0,0,0.881057268722467
"9817",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2169,343,2018,54,48.6,1015.3,9.5,13.2,999.9,66,48.9,0,0,0,0.81057268722467
"9824",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2176,350,2018,53.3,51.3,1013.4,7.8,12.2,22,59,50,0.02,0,0,0.894273127753304
"9826",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2178,352,2018,58,47.5,1013.8,9.2,13.5,28,66,51.1,0,0,0,0.647577092511013
"9832",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2184,358,2018,52.5,49.7,1018.6,8.1,6.9,999.9,66,48.9,0,0,1,0.502202643171806
"9839",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2191,365,2018,53,49.7,1015.9,8.7,11.3,22,63,46,0.48,0,0,0.779735682819383
"9841",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1828,2,2018,48.4,46.3,1024.3,4.9,6.9,999.9,60.1,39,0,0,1,0.718061674008811
"9848",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1835,9,2018,51.2,50.1,1021.8,4,7.7,17.1,61,46.9,0,0,1,0.744493392070485
"9852",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1839,13,2018,51,50.2,1015.1,6.2,12.2,20,59,48,0.01,0,1,0.665198237885463
"9856",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1843,17,2018,56.8,48.7,1013.1,8.1,11.3,24.1,69.1,48,0,0,1,0.92511013215859
"9862",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1849,23,2018,48.9,46.2,1021.1,9.5,7.3,999.9,52,45,0,0,0,0.731277533039648
"9865",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1852,26,2018,58.6,58.4,1012.6,4.8,6.2,999.9,64.9,51.1,0.13,0,1,0.73568281938326
"9871",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1858,32,2018,63.1,60.8,1007,4.4,7.9,24.1,75.9,55.9,0,0,1,0.823788546255507
"9877",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1864,38,2018,52.8,48.1,1016.4,10,11.8,25.1,57.9,46.9,0,0,0,0.559471365638767
"9881",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1868,42,2018,51,50.1,1011.1,6.2,13.5,27,57,46.9,0.15,0,0,0.79295154185022
"9887",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1874,48,2018,54.5,51.3,1004.6,9.4,11,27,61,48,1.29,0,0,0.748898678414097
"9893",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1880,54,2018,54.8,50.8,1008.9,9.7,9.6,999.9,61,50,0,0,0,0.740088105726872
"9898",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1885,59,2018,51.5,48,1020.1,10,6.5,999.9,57.9,43,0,0,0,0.757709251101322
"9904",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1891,65,2018,54.8,51.9,1020.9,7.9,8,999.9,62.1,43,0,0,1,0.885462555066079
"9908",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1895,69,2018,62.9,55.8,1018.7,9.8,5.7,999.9,77,45,0.06,0,0,0.823788546255507
"9910",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1897,71,2018,61.5,49.5,1017.3,9.4,6.8,999.9,77,54,0,0,1,0.541850220264317
"9918",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1905,79,2018,56.2,45.3,1018,10,8.8,22,68,51.1,0,0,0,0.766519823788546
"9922",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1909,83,2018,55.3,48.6,1022.7,10,9.6,999.9,64,46,0,0,0,0.775330396475771
"9926",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1913,87,2018,59.4,57,1016,7.9,11.5,21,66,46.9,0,0,1,0.740088105726872
"9932",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1919,93,2018,63.8,58.8,1005.8,5.3,13.6,29.9,70,59,0.18,0,1,0.933920704845815
"9937",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1924,98,2018,59,54,1011.3,9.3,6.2,999.9,71.1,54,0,0,0,0.66079295154185
"9944",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1931,105,2018,62.8,56,1014.9,9.3,8.2,999.9,75,51.1,0.01,0,0,0.797356828193833
"9946",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1933,107,2018,66.7,56.6,1017.7,10,6,999.9,82,54,0,0,0,0.845814977973568
"9951",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1939,113,2018,62.9,60.4,1017.2,9.1,9.6,19,82,57.9,0,0,1,0.854625550660793
"9955",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1943,117,2018,67.7,61.8,1007.3,6.3,11.6,22.9,78.1,60.1,0.03,0,1,0.929515418502203
"9959",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1947,121,2018,62.8,58.8,1011.4,7.9,5.2,999.9,78.1,52,0,0,1,0.748898678414097
"9966",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1954,128,2018,63.4,61.5,1008.8,8.1,6.4,999.9,72,52,0.09,0,1,0.841409691629956
"9972",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,134,2018,61.1,56.4,1016.4,5.5,7.2,999.9,69.1,55.9,0.11,0,1,0.784140969162996
"9978",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1966,140,2018,59.2,57,1015.5,5.7,9.2,20,69.1,55.9,0.16,0,1,0.625550660792952
"9979",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1967,141,2018,62.7,61.5,1010.4,3.7,5.9,999.9,68,57,1.03,0,1,0.665198237885463
"9984",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1972,146,2018,63.8,60.8,1014.2,6.1,10.4,24.1,70,57.9,0.25,0,1,0.863436123348018
"9992",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,154,2018,60.7,55.3,1023,10,7.7,999.9,71.1,50,0.02,0,0,0.854625550660793
"9994",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1982,156,2018,62.7,59.1,1021,10,9.3,999.9,71.1,50,0,0,0,0.607929515418502
"10003",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,165,2018,64.1,62.6,1015.3,6.3,14.6,27,69.1,59,0.13,0,0,0.770925110132159
"10007",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,169,2018,68,66,1012.2,4.4,7,999.9,75.9,62.1,0.96,0,1,0.779735682819383
"10011",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,173,2018,71.1,65.4,1015.8,10,5.9,999.9,82,62.1,0,0,0,0.687224669603524
"10018",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,180,2018,70.8,66.4,1016.2,8.8,5.9,999.9,86,62.1,0,0,0,0.590308370044053
"10022",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,184,2018,68.4,64.9,1018.9,8.7,4.7,999.9,86,63,0,0,0,0.828193832599119
"10027",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,189,2018,66.9,66.2,1021.5,2.9,6.2,999.9,73.9,61,0,0,1,0.79295154185022
"10030",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018,192,2018,71.7,70.5,1025.7,4.8,6.8,999.9,81,62.1,0,0,1,0.462555066079295
"10035",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,197,2018,71.7,71,1025.4,1.6,6.2,999.9,81,66.9,0,0,1,0.907488986784141
"10040",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2028,202,2018,70.6,69.3,1017.8,4.8,11.5,24.1,77,66.9,0,0,1,0.726872246696035
"10047",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2035,209,2018,67.3,52.8,1023.6,9.9,12.8,28.9,75.9,60.1,0.01,0,0,0.607929515418502
"10051",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2039,213,2018,61.7,52.8,1027.4,10,3.8,999.9,73.9,51.1,0,0,0,0.687224669603524
"10056",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2044,218,2018,60.9,53.6,1023.2,10,6.7,999.9,73.9,50,0,0,0,0.832599118942731
"10062",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2050,224,2018,67.2,64.7,1014.8,9.9,10.4,999.9,73,50,0,0,0,0.797356828193833
"10067",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2055,229,2018,68.3,65.1,1012.8,9.3,8.9,999.9,73.9,63,0,0,0,0.634361233480176
"10069",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2057,231,2018,68.2,59.5,1019.9,10,6.8,999.9,77,60.1,0,0,0,0.770925110132159
"10074",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2062,236,2018,64.8,55.1,1024.2,10,5,999.9,77,54,0,0,0,0.748898678414097
"10081",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2069,243,2018,64.9,59.5,1021.4,10,4.7,999.9,73.9,54,0,0,0,0.665198237885463
"10087",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2075,249,2018,65.5,61.6,1016.5,8.6,5.3,999.9,72,55.9,0,0,1,0.656387665198238
"10091",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2079,253,2018,68.7,67.9,1015.6,2.6,4.7,999.9,75,61,0,0,1,0.81057268722467
"10094",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2082,256,2018,70.5,69,1012.9,4.6,10.7,22,75.9,66,0,0,1,0.634361233480176
"10103",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2091,265,2018,71.2,66.7,1010.1,7.9,9,22.9,77,66.9,0,0,0,0.801762114537445
"10105",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2093,267,2018,67.9,57.5,1016.8,10,6.3,999.9,77,59,0,0,0,0.819383259911894
"10109",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2097,271,2018,64.3,56.7,1021.6,10,3.3,999.9,77,54,0,0,0,0.682819383259912
"10114",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2102,276,2018,59.8,9999.9,1021,6.8,6.7,17.1,73,52,0,0,1,0.757709251101322
"10119",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2107,281,2018,66.5,66.2,1019.1,3.2,12.8,20,72,52,0,0,1,0.691629955947137
"10124",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2112,286,2018,69.9,68.1,1024.3,7.3,12.6,22,73.9,63,0.04,0,0,0.709251101321586
"10132",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2120,294,2018,69.2,68.1,1025.8,5.7,9.8,999.9,75,66,0,0,1,0.709251101321586
"10138",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2126,300,2018,69.8,68.7,1020,5,11,999.9,75.9,66,0,0,1,0.73568281938326
"10141",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2129,303,2018,69.8,69.4,1014.3,4.7,13.9,24.1,75.9,66,0,0,0,0.6784140969163
"10144",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2132,306,2018,70.6,70.1,1015.8,2.1,7.8,999.9,75.9,68,0,0,1,0.806167400881057
"10150",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2138,312,2018,69.7,69.7,1016.5,1.4,6.7,999.9,75.9,66.9,0.41,0,1,0.731277533039648
"10156",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2144,318,2018,72.9,69.1,1016.8,6.5,6.3,999.9,80.1,66.9,0.06,0,1,0.577092511013216
"10160",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2148,322,2018,71.3,66.7,1020.4,9.9,5.8,999.9,80.1,64.9,0,0,0,0.643171806167401
"10165",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2153,327,2018,68.9,65.8,1020.4,8.4,4.9,999.9,80.1,64,0,0,1,0.753303964757709
"10171",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2159,333,2018,69.2,67.6,1020.7,7.5,8.6,999.9,73.9,64,0,0,1,0.700440528634361
"10174",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2162,336,2018,73.7,72.5,1019.9,5.4,11.6,21,78.1,64,0,0,0,0.79295154185022
"10182",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2170,344,2018,73.7,72.6,1022.1,4.6,9.2,999.9,79,71.1,0,0,1,0.806167400881057
"10185",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2173,347,2018,71.8,71.2,1020.6,4.4,9.4,999.9,79,69.1,0.01,0,1,0.713656387665198
"10192",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2180,354,2018,74.3,70.4,1019.6,8.8,7.1,999.9,81,69.1,0.05,0,0,0.643171806167401
"10194",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2182,356,2018,74.8,73.4,1018.6,6.3,7.2,999.9,81,70,0,0,0,0.722466960352423
