"","Kings County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"3573",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,657,292,2014,48.6,45.7,1009.7,8,8.8,22.9,52,41,0.1,0,1,0.635922330097087
"3580",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,664,299,2014,42.4,32.2,1008,10,14.1,28.9,52,39,0,0,0,0.70873786407767
"3583",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,667,302,2014,37.3,26.2,1012.9,10,9.6,999.9,46,34,0,0,0,0.669902912621359
"3590",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,674,309,2014,38.2,30.8,1020.7,10,8.3,15.9,43,34,0,0,0,0.514563106796116
"3596",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,680,315,2014,41.4,34,1024.2,9.8,7.1,999.9,46,36,0.06,0,0,0.533980582524272
"3598",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,682,317,2014,42.9,37.4,1026.3,9.7,7.5,20,48.9,37,0,0,0,0.631067961165049
"3602",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,686,321,2014,47.4,44.2,1022,6.6,11.1,22,51.1,37,0.03,0,0,0.898058252427185
"3609",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,693,328,2014,50.7,49.2,1015.7,2.1,10.2,24.1,55.9,45,0.55,0,1,0.703883495145631
"3612",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,696,331,2014,53.1,49.3,1005.9,4.1,15.1,27,57.9,46.9,0.88,0,1,0.364077669902913
"3618",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,702,337,2014,44.8,33.5,1018.9,10,10.4,21,57.9,39,0.2,0,0,0.538834951456311
"3625",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,709,344,2014,43.7,36.4,1021.8,10,7.4,999.9,51.1,37.9,0,0,0,0.475728155339806
"3630",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,714,349,2014,47,43.2,1014,9.5,10.7,22,51.1,37.9,0.01,0,0,0.402912621359223
"3636",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,720,355,2014,41.2,27.8,1017.9,9.9,8.4,18.1,51.1,36,0.01,0,0,0.495145631067961
"3638",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,722,357,2014,32.1,15.4,1024.3,10,11.9,25.1,44.1,27,0,0,0,0.567961165048544
"3642",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,726,361,2014,26.9,8.3,1025.3,9.9,7.5,999.9,37,21.9,0,0,0,0.567961165048544
"3647",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,731,1,2015,31.8,15.1,1018.6,9.9,13.6,33,39.9,21.9,0,0,0,0.424107142857143
"3652",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,736,6,2015,40.4,21.5,1018.3,10,13.1,31.1,45,28,0,0,0,0.46875
"3660",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,744,14,2015,34.5,19.8,1033.9,9.5,11.1,26,45,30,0,0,0,0.522321428571429
"3665",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,749,19,2015,48.6,46.9,1015.4,1.9,15.5,28.9,54,30,0.21,0,1,0.540178571428571
"3668",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,752,22,2015,44,32.1,1012.9,7.6,16.3,39,55,28.9,0.27,0,0,0.549107142857143
"3676",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,760,30,2015,20.8,5.2,1025.2,8.8,10.3,31.1,28,19,0,0,0,0.821428571428571
"3678",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,762,32,2015,22.6,10.2,1011.8,9.4,12.1,35.9,27,17.1,0,0,0,0.598214285714286
"3685",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,769,39,2015,13.1,-2.4,1022.7,9.9,14.8,29.9,27,6.1,0,0,0,0.674107142857143
"3688",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,772,42,2015,35.2,22.5,1018.1,9.5,21,49,46,26.1,0,0,0,0.772321428571429
"3692",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,776,46,2015,26.9,10,1025,10,10.2,22,30,21.9,0,0,0,0.566964285714286
"3700",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,784,54,2015,27.1,12.1,1035.5,10,8.8,17.1,37,19.9,0,0,0,0.433035714285714
"3705",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,789,59,2015,40.9,35.6,1028.3,7.7,6.3,29.9,52,21,0,0,1,0.758928571428571
"3707",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,791,61,2015,32.6,25.6,1028.5,8.4,16.3,28.9,52,26.1,0.82,0,0,0.611607142857143
"3712",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,796,66,2015,32.1,24,1031.2,8,9.6,22.9,37,26.1,0.15,0,0,0.473214285714286
"3720",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,804,74,2015,35.8,33.6,1015.5,2.8,14.1,24.1,37.9,28,0.03,0,0,0.553571428571429
"3723",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,807,77,2015,34.5,23.4,1008.6,10,14.9,34,39.9,28.9,0.02,0,0,0.607142857142857
"3730",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,814,84,2015,20.2,1.9,1023.6,10,13.3,31.1,39.9,15.1,0,0,0,0.477678571428571
"3736",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,820,90,2015,40,32.8,1021.4,9.2,13.4,31.1,50,14,0,0,0,0.888392857142857
"3737",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,821,91,2015,41.7,36,1005,8.2,13.5,46,50,30.9,0.26,0,0,0.647321428571429
"3744",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,828,98,2015,35.7,23.4,1009.5,10,13.1,26,44.1,33.1,0.03,0,0,0.616071428571429
"3747",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,831,101,2015,32.3,17.7,1018.1,10,7.9,999.9,39,25,0,0,0,0.5625
"3756",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,840,110,2015,35.5,30.5,1021,8.4,8.4,999.9,39,25,0.13,0,0,0.549107142857143
"3761",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,845,115,2015,31.6,20.4,1022.8,10,10.4,999.9,39,27,0.09,0,0,0.696428571428571
"3762",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,846,116,2015,38.5,34.8,1003.3,6.7,12.4,33,45,27,0.23,0,0,0.464285714285714
"3771",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,855,125,2015,36.5,26.7,1000.4,9.4,16,32.1,45,33.1,0.9,0,0,0.508928571428571
"3775",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,859,129,2015,31.2,20.9,1015.7,6.7,12.7,31.1,43,26.1,0,0,0,0.598214285714286
"3780",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,864,134,2015,30.2,27.9,993.7,0.6,39.3,62.9,33.8,21,0.4,0,1,0.254464285714286
"3783",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,867,137,2015,21.6,14.7,1009.6,6.6,16.6,44.1,26.1,19,0.23,0,0,0.508928571428571
"3791",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,875,145,2015,29.2,20.9,1022.9,10,8.5,20,36,19,0,0,0,0.620535714285714
"3792",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,876,146,2015,35.1,31.1,1012.2,8.4,8.1,999.9,41,23,0,0,0,0.647321428571429
"3801",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,885,155,2015,24.5,12.9,1006.9,7.8,20.3,36.9,34,17.1,0.06,0,0,0.535714285714286
"3802",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886,156,2015,24.8,10.2,1018.4,10,16.8,32.1,32,17.1,0,0,0,0.419642857142857
"3807",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,891,161,2015,33.1,27.4,1014.4,5.7,12.8,36.9,46,19.9,0,0,1,0.830357142857143
"3816",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,901,171,2015,28.1,18.4,1024.9,10,7.6,999.9,39.9,14,0,0,0,0.772321428571429
"3821",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,906,176,2015,34.1,28.9,1012.6,7.2,12.9,40,39.9,15.1,0,0,1,0.553571428571429
"3828",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,913,183,2015,16.8,5,1018.5,9.8,15.8,38.1,39.9,10.9,0.01,0,0,0.727678571428571
"3835",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,920,190,2015,27.4,16,1019.2,9.5,10.3,999.9,33.1,10.9,0,0,0,0.513392857142857
"3838",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,923,193,2015,34.5,29.9,1015.9,7.6,6,999.9,37.9,21.9,0,0,0,0.558035714285714
"3843",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,928,198,2015,37.1,34.3,1014.1,6.3,14.9,28,37.9,30.9,0.04,0,0,0.71875
"3848",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,933,203,2015,36.4,32.9,1013.9,7.4,21.1,34,37.9,35.1,0.07,0,0,0.638392857142857
"3851",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,936,206,2015,32.6,23.3,1014,9.9,23.9,40,37,30.9,0.01,0,0,0.696428571428571
"3856",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,941,211,2015,31,23.6,1009.5,8.9,9.5,999.9,35.1,27,0,0,0,0.678571428571429
"3864",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,949,219,2015,21.8,11,1010.9,8.1,16.2,33,35.1,14,0.04,0,0,0.78125
"3870",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,955,225,2015,20.6,8.9,1016.8,8.6,8.4,999.9,33.1,8.1,0,0,1,0.397321428571429
"3873",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,958,228,2015,25.7,21,996.7,4.6,19.6,55.9,34,8.1,0.04,0,1,0.571428571428571
"3876",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,961,231,2015,10.7,-4.6,1010.9,8.6,22.7,42.9,32,1.9,0,0,0,0.495535714285714
"3884",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,969,239,2015,21.7,11.8,1014.9,6.5,7.7,22,28.9,17.1,0,0,0,0.674107142857143
"3888",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,973,243,2015,30.6,24.5,1010.4,10,8.8,999.9,36,16,0,0,0,0.691964285714286
"3891",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,976,246,2015,27,19.7,1003.6,6.9,11,32.1,36,19.9,0,0,0,0.522321428571429
"3900",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,985,255,2015,14.1,-0.8,1013.5,9.5,18.8,32.1,19,8.6,0.01,0,0,0.647321428571429
"3903",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,988,258,2015,21.9,10.6,1031.6,10,8.5,999.9,37,3.9,0,0,0,0.598214285714286
"3907",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,992,262,2015,36,34,1021.6,2.6,7.7,28,41,33.1,0.82,0,1,0.607142857142857
"3912",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,997,267,2015,29.4,19.6,1020.2,6,8.9,25.1,41,21,0.25,0,1,0.616071428571429
"3919",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1004,274,2015,14.3,0.2,1024.1,10,11.9,26,33.1,8.1,0,0,0,0.46875
"3923",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1008,278,2015,29.9,21.8,1009.4,7.9,12.4,27,33.8,23,0.02,0,0,0.0982142857142857
"3925",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1011,281,2015,28,19.6,1014.9,7.5,12,31.1,33.1,25,0,0,1,0.107142857142857
"3932",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1018,288,2015,24.2,12.2,1023.7,10,9.3,999.9,30.9,19.9,0,0,0,0.4375
"3935",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1021,291,2015,22.2,9.9,1037.3,10,7.2,15,28,16,0,0,0,0.566964285714286
"3940",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1026,296,2015,23.1,14.2,1037.5,9.1,5.1,999.9,30.9,10,0,0,0,0.763392857142857
"3949",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1035,305,2015,33.4,27.2,1016.1,6.8,10.9,28,36,30.2,0.36,0,0,0.785714285714286
"3951",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1037,307,2015,27,10.3,1026.1,10,10.8,21,36,23,0.12,0,0,0.834821428571429
"3957",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1043,313,2015,36.1,33.8,1009.2,3.1,14.8,28,41,23,0.31,0,1,0.78125
"3961",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1047,317,2015,32.7,30.2,1014.8,1.6,10,25.1,41,24.1,0.31,0,1,0.964285714285714
"3965",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1051,321,2015,22.7,12.6,1028.3,8.3,11.7,26,37,16,0.01,0,0,0.866071428571429
"3970",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1056,326,2015,25,15.9,1023.3,9.9,10.9,28.9,33.1,12,0,0,0,0.638392857142857
"3975",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1061,331,2015,33.8,28,1016.9,9.2,8,27,39,14,0,0,0,0.580357142857143
"3983",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1069,339,2015,35.6,26.1,1020.1,9.6,9.5,25.1,44.1,24.1,0,0,0,0.790178571428571
"3986",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1072,342,2015,36.5,30.3,1025.5,9.9,6,999.9,44.1,24.1,0,0,0,0.651785714285714
"3994",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1080,350,2015,42.1,38.5,1012.8,5,12.3,25.1,48,28,0.55,0,1,0.674107142857143
"3996",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1082,352,2015,38.1,21.9,1020.9,10,14.1,31.1,48,33.1,0.25,0,0,0.647321428571429
"4003",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1089,359,2015,31.1,11.6,1034.5,10,12.3,26,41,26.1,0,0,0,0.700892857142857
"4005",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1091,361,2015,38.7,33.3,1025.1,5.8,10.8,28,46,26.1,0,0,1,0.446428571428571
"4012",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,733,3,2015,38.5,33.8,1002.5,7,12.3,28.9,46,30.9,1.16,0,0,0.558035714285714
"4015",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,736,6,2015,32.9,18.5,1011.1,9,17.1,39,43,28,0.01,0,0,0.602678571428571
"4024",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,745,15,2015,38.6,34.1,1003.7,7.9,10.1,39,46.9,28,0.01,0,0,0.633928571428571
"4028",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,749,19,2015,31,3.9,1009,10,21.1,44.1,46.9,28,0.19,0,0,0.575892857142857
"4033",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,754,24,2015,27.6,-1.5,1020.8,10,18.3,35,35.1,21.9,0,0,0,0.723214285714286
"4038",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,759,29,2015,30.3,13.2,1027.2,9,6.3,15.9,35.1,21.9,0,0,0,0.575892857142857
"4040",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,761,31,2015,34.2,31,1016.6,7,8.5,999.9,41,21.9,0.02,0,0,0.589285714285714
"4049",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,770,40,2015,35.1,18.8,1011.9,9.4,15.7,33,41,21,0.13,0,0,0.495535714285714
"4052",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,773,43,2015,27.2,1.4,1019.5,10,14.9,32.1,37.9,21,0,0,0,0.696428571428571
"4058",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,779,49,2015,31.4,16.3,1024.7,10,6.7,999.9,37.9,21,0,0,0,0.598214285714286
"4062",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,783,53,2015,33.6,24.1,1028.8,9.9,6.7,999.9,44.1,24.1,0,0,0,0.683035714285714
"4069",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,790,60,2015,42.6,39.7,1016.9,4.2,12.8,27,46.9,27,0.02,0,1,0.647321428571429
"4072",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,793,63,2015,42.4,40,1004.3,5.1,13.1,31.1,48.9,37.9,0.44,0,1,0.571428571428571
"4075",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,796,66,2015,37.4,34.5,1005.4,7.8,12.7,28,39,33.8,0.24,0,0,0.508928571428571
"4080",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,801,71,2015,34.9,23.9,1019.2,9.5,10.6,22.9,39.9,28.9,0.19,0,0,0.526785714285714
"4089",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,810,80,2015,36.8,28.3,1014.8,9.8,11,20,44.1,27,0,0,0,0.629464285714286
"4094",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,815,85,2015,39.4,31.2,1008,9.8,13.6,26,46,33.1,0,0,0,0.700892857142857
"4098",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,819,89,2015,37.9,24.8,1012.3,9.8,11.5,26,46,34,0.01,0,0,0.669642857142857
"4101",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,822,92,2015,37.1,27.6,1022.3,9.9,7,999.9,46.9,24.1,0,0,0,0.602678571428571
"4109",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,830,100,2015,45,41.6,1012.8,5.9,14.6,22,48,42.1,0,0,0,0.526785714285714
"4114",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,835,105,2015,47.3,39.1,1004.1,4.8,13.7,35,57,41,0.27,0,1,0.522321428571429
"4115",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,836,106,2015,41.6,27.3,1020.4,10,12.5,25.1,57,34,0.05,0,0,0.366071428571429
"4122",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,843,113,2015,43.2,36.1,1026.3,9.5,6.8,999.9,51.1,32,0,0,1,0.625
"4127",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,848,118,2015,44.2,40.5,1024,8.6,9.3,21,51.1,32,0.12,0,0,0.46875
"4131",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,852,122,2015,41.2,34.2,1028.3,10,14.8,28,48,39,0.06,0,0,0.589285714285714
"4135",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,856,126,2015,39.4,35.5,1024.6,4.5,18.7,33,46.9,37,0.18,0,0,0.5
"4140",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,861,131,2015,43.9,41.7,1015.2,3.6,9.4,27,53.1,37,0.01,0,1,0.455357142857143
"4148",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,869,139,2015,47.8,40.7,1010.9,5.1,12.4,24.1,57.9,39.9,0.26,0,1,0.59375
"4152",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,873,143,2015,45,31.4,1022.8,10,10.1,22.9,57.9,32,0,0,0,0.517857142857143
"4157",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,878,148,2015,45,38.2,1027.8,10,9.1,999.9,54,32,0,0,0,0.59375
"4162",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,883,153,2015,49.8,46.3,1021.3,8.9,10.2,29.9,54,37.9,0,0,0,0.642857142857143
"4166",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,887,157,2015,50.6,35.8,1019.2,8.3,6.9,27,62.1,37.9,0.03,0,1,0.763392857142857
"4173",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,894,164,2015,46.4,28.5,1029.7,10,8.6,17.1,62.1,37.9,0,0,0,0.584821428571429
"4179",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,900,170,2015,47.5,43.2,1021.5,6.9,12.5,24.1,54,39,0,0,1,0.709821428571429
"4181",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,902,172,2015,51.9,45.2,1012.7,7.3,7.7,999.9,64,41,0.12,0,1,0.602678571428571
"4185",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,906,176,2015,46.3,37.4,1022,9.9,11,27,64,39.9,0,0,0,0.549107142857143
"4190",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,911,181,2015,45.2,40.7,1019.6,8.5,16.2,38.1,52,39.9,0,0,0,0.700892857142857
"4199",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,920,190,2015,51.5,48.6,1004,3.6,14.3,35,55.9,39.9,0.32,0,1,0.78125
"4202",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,923,193,2015,49.8,39.7,1007.9,10,8.6,22,57,37.9,0.05,0,0,0.65625
"4209",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,930,200,2015,46.9,37.6,1003.6,9.8,13.4,28.9,57,37.9,0.13,0,0,0.65625
"4210",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,931,201,2015,44,27.7,1006,10,14.6,28,51.1,37.9,0,0,0,0.816964285714286
"4219",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,940,210,2015,43.7,27.5,1007.6,9.9,12.9,22.9,51.1,37,0,0,0,0.642857142857143
"4221",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,942,212,2015,46.1,34,1004.6,9.8,7.4,999.9,54,37,0,0,0,0.571428571428571
"4228",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,949,219,2015,49,37.9,1001.5,10,8.9,21,57,39,0,0,0,0.723214285714286
"4230",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,951,221,2015,46,35.9,1004.1,9.8,15.7,33,57,41,0.02,0,0,0.571428571428571
"4237",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,958,228,2015,49.3,38.5,1004.5,9.8,7.8,18.1,55.9,39.9,0,0,0,0.741071428571429
"4241",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,962,232,2015,48.1,38.3,1009.8,10,7.8,19,57,39,0,0,0,0.732142857142857
"4248",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,969,239,2015,43.8,37.2,1014.2,9.6,13.3,22.9,57,39,0,0,0,0.678571428571429
"4251",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,972,242,2015,44.4,36.7,1015.4,10,9.6,999.9,51.1,39,0,0,0,0.558035714285714
"4255",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,976,246,2015,44.5,38,1019,9.9,5.3,999.9,53.1,32,0,0,1,0.665178571428571
"4261",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,982,252,2015,52.2,47.2,1023.4,9.9,8.8,20,60.1,32,0,0,0,0.808035714285714
"4266",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,987,257,2015,57.1,48.6,1022.4,9.8,11,21,71.1,46,0,0,0,0.723214285714286
"4274",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,995,265,2015,55.3,42.1,1023.9,9.7,6.8,999.9,71.1,46.9,0,0,0,0.651785714285714
"4275",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,996,266,2015,55.9,42.3,1022.4,9.8,7.2,999.9,70,42.1,0,0,0,0.700892857142857
"4281",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1002,272,2015,52.4,47.8,1021.8,7.1,8.8,999.9,70,42.1,0,0,1,0.745535714285714
"4286",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,277,2015,54.3,50.9,1026.1,4.4,6.4,999.9,64.9,46.9,0,0,1,0.575892857142857
"4291",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012,282,2015,57,54.8,1023.5,0.8,8.3,999.9,64.9,50,0.01,0,1,0.723214285714286
"4295",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016,286,2015,57.9,55.9,1020.7,0.8,11.1,21,66.9,54,0,0,1,0.808035714285714
"4301",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1022,292,2015,58.3,56.2,1012.5,0.9,11.3,24.1,66.9,54,0.02,0,1,0.794642857142857
