"","day_index","day","year","mo","county","temp","visib","wdsp","NUM_COLLISIONS"
"16558",363,2,2013,12,"Bronx County",28.5,9.4,10.1,0.236842105263158
"986",366,3,2014,1,"Bronx County",28.2,10,11.3,0.155339805825243
"1000",375,4,2014,1,"Bronx County",31.1,5.8,10.9,0.237864077669903
"1010",380,5,2014,1,"Bronx County",24.2,0.8,26.9,0.257281553398058
"1019",384,6,2014,1,"Bronx County",18.8,9.3,12.1,0.174757281553398
"1028",388,7,2014,1,"Bronx County",37.8,9,8.6,0.106796116504854
"1040",395,1,2014,1,"Bronx County",46.3,2.5,14.8,0.20873786407767
"1046",396,2,2014,1,"Bronx County",23.9,9.4,17.6,0.203883495145631
"1056",401,3,2014,1,"Bronx County",18.2,10,12,0.223300970873786
"1066",406,4,2014,1,"Bronx County",23.5,10,7.9,0.262135922330097
"1079",414,5,2014,1,"Bronx County",28.8,9.7,5.8,0.354368932038835
"1089",419,6,2014,1,"Bronx County",44.8,4.4,13.4,0.213592233009709
"1096",421,7,2014,1,"Bronx County",45.1,5.5,14.7,0.0970873786407767
"1108",428,1,2014,1,"Bronx County",38.6,9.2,7.7,0.271844660194175
"1116",431,2,2014,1,"Bronx County",45.5,5.2,11.8,0.242718446601942
"1130",440,3,2014,1,"Bronx County",41.1,6.5,6,0.359223300970874
"1140",445,4,2014,1,"Bronx County",40.8,4.6,5.9,0.155339805825243
"1149",449,5,2014,1,"Bronx County",38.6,6.7,3.7,0.184466019417476
"1158",453,6,2014,1,"Bronx County",38.8,8.7,7.9,0.194174757281553
"1169",459,7,2014,1,"Bronx County",36.1,10,16.5,0.145631067961165
"1178",463,1,2014,1,"Bronx County",41,10,16.8,0.131067961165049
"1187",467,2,2014,1,"Bronx County",29.2,8.5,12.6,0.669902912621359
"1196",471,3,2014,1,"Bronx County",25,1.9,25.7,0.135922330097087
"1209",479,4,2014,1,"Bronx County",16.5,9.7,11.1,0.276699029126214
"1220",485,5,2014,1,"Bronx County",14.8,10,11.8,0.315533980582524
"1227",487,6,2014,1,"Bronx County",32,8.5,17,0.199029126213592
"1239",494,7,2014,1,"Bronx County",26.8,9.4,17.8,0.296116504854369
"1249",499,1,2014,1,"Bronx County",38.8,8.8,12.3,0.247572815533981
"1259",504,2,2014,1,"Bronx County",22.2,10,10.7,0.242718446601942
"1268",508,3,2014,1,"Bronx County",20.3,6.3,8.1,0.315533980582524
"1275",515,4,2014,1,"Bronx County",22,10,8.1,0.237864077669903
"1278",518,5,2014,1,"Bronx County",33.7,9.9,9.1,0.305825242718447
"1400",525,4,2014,2,"Bronx County",24.7,8.6,8.4,0.174757281553398
"1403",528,5,2014,2,"Bronx County",20.3,9.6,12.5,0.368932038834951
"2411",531,6,2014,2,"Bronx County",35.6,10,4.8,0.252427184466019
"2425",540,7,2014,2,"Bronx County",39.3,5.5,8.7,0.223300970873786
"2433",543,1,2014,2,"Bronx County",36.5,5.3,9.1,0.5
"2443",548,2,2014,2,"Bronx County",32.5,10,7.8,0.29126213592233
"2455",555,3,2014,2,"Bronx County",32.3,6.3,9.2,0.262135922330097
"2463",558,4,2014,2,"Bronx County",30.4,8.6,11.5,0.223300970873786
"2473",563,5,2014,2,"Bronx County",28.1,10,9,0.315533980582524
"2484",569,6,2014,2,"Bronx County",28.2,10,8.6,0.199029126213592
"2493",573,7,2014,2,"Bronx County",30.3,10,4.9,0.252427184466019
"2501",576,1,2014,2,"Bronx County",28.9,9,9,0.300970873786408
"2514",584,2,2014,2,"Bronx County",24,10,9.2,0.364077669902913
"2523",588,3,2014,2,"Bronx County",23.7,10,10.5,0.354368932038835
"2535",595,4,2014,2,"Bronx County",37,6.3,13.4,0.194174757281553
"2545",600,5,2014,2,"Bronx County",40.2,5.7,20.1,0.451456310679612
"2554",604,6,2014,2,"Bronx County",35.2,7.3,11.8,0.325242718446602
"2562",607,7,2014,2,"Bronx County",29.8,7.5,20.2,0.257281553398058
"2571",611,1,2014,2,"Bronx County",24.3,9.3,13.1,0.228155339805825
"2581",616,2,2014,2,"Bronx County",28.2,9,12.7,0.223300970873786
"2594",624,3,2014,2,"Bronx County",35,8.9,12.3,0.233009708737864
"2603",628,4,2014,2,"Bronx County",39.6,7.1,10.4,0.257281553398058
"2612",632,5,2014,2,"Bronx County",42.2,3.9,10.4,0.179611650485437
"2621",636,6,2014,2,"Bronx County",41.4,7.1,11,0.271844660194175
"2631",641,7,2014,2,"Bronx County",42,9.5,9.1,0.233009708737864
"2642",647,1,2014,2,"Bronx County",37.5,9.7,10.3,0.271844660194175
"2654",654,2,2014,2,"Bronx County",27,10,15.5,0.252427184466019
"2661",656,3,2014,2,"Bronx County",25.8,8.9,8,0.242718446601942
"2679",664,6,2014,3,"Bronx County",24.1,10,5.2,0.223300970873786
"2690",670,7,2014,3,"Bronx County",35.1,9.1,6.8,0.169902912621359
"2698",673,1,2014,3,"Bronx County",27.3,5.8,11.2,0.223300970873786
"2709",679,2,2014,3,"Bronx County",24.8,10,8.3,0.320388349514563
"2717",682,3,2014,3,"Bronx County",29.5,9.5,7.1,0.242718446601942
"2726",686,4,2014,3,"Bronx County",26.3,9.1,16.4,0.262135922330097
"2739",694,5,2014,3,"Bronx County",29.4,10,8.4,0.199029126213592
"2748",698,6,2014,3,"Bronx County",40.3,8.9,11,0.233009708737864
"2760",705,7,2014,3,"Bronx County",35.2,10,8.9,0.150485436893204
"2767",707,1,2014,3,"Bronx County",33.5,8.9,6.1,0.296116504854369
"2779",714,2,2014,3,"Bronx County",41.3,8.3,9,0.184466019417476
"2788",718,3,2014,3,"Bronx County",43.4,7.2,9.6,0.20873786407767
"2800",725,4,2014,3,"Bronx County",32.2,3.9,14.7,0.233009708737864
"2808",728,5,2014,3,"Bronx County",25.4,10,15.1,0.252427184466019
"2820",370,6,2014,3,"Bronx County",41.3,8.8,12,0.131067961165049
"2830",375,7,2014,3,"Bronx County",35.3,10,10.7,0.116504854368932
"2839",379,1,2014,3,"Bronx County",28.5,10,14.2,0.223300970873786
"2846",381,2,2014,3,"Bronx County",27.7,10,8.7,0.233009708737864
"2859",389,3,2014,3,"Bronx County",35,10,9.7,0.20873786407767
"2866",391,4,2014,3,"Bronx County",41.7,6.3,14.9,0.203883495145631
"2876",396,5,2014,3,"Bronx County",39.3,9.6,14,0.320388349514563
"2887",402,6,2014,3,"Bronx County",38.1,9.7,11.2,0.252427184466019
"2897",407,7,2014,3,"Bronx County",38.9,10,9.5,0.16504854368932
"2906",411,1,2014,3,"Bronx County",27.4,10,13.4,0.199029126213592
"2919",419,2,2014,3,"Bronx County",26.5,10,4.1,0.257281553398058
"2926",421,3,2014,3,"Bronx County",30.8,4.7,28,0.271844660194175
"2937",427,4,2014,3,"Bronx County",28.4,10,18.2,0.252427184466019
"2947",432,5,2014,3,"Bronx County",41.2,8.9,13.7,0.262135922330097
"2958",438,6,2014,3,"Bronx County",44.9,4.5,10.2,0.300970873786408
"2964",444,7,2014,3,"Bronx County",46.3,1.7,13.8,0.160194174757282
"2968",448,1,2014,3,"Bronx County",37.8,6.1,21.3,0.228155339805825
"4209",454,2,2014,4,"Bronx County",37.1,9.3,17.6,0.213592233009709
"4219",459,3,2014,4,"Bronx County",39.3,10,5.6,0.194174757281553
"4229",464,4,2014,4,"Bronx County",40.9,10,8.4,0.29126213592233
"4238",468,5,2014,4,"Bronx County",40,10,7.7,0.257281553398058
"4247",472,6,2014,4,"Bronx County",44.8,7.7,13.8,0.228155339805825
"4259",479,7,2014,4,"Bronx County",41.1,10,12.5,0.179611650485437
"4270",485,1,2014,4,"Bronx County",42,10,7.4,0.194174757281553
"4278",488,2,2014,4,"Bronx County",47.7,1.9,14.7,0.286407766990291
"4287",492,3,2014,4,"Bronx County",46.8,9.6,10,0.325242718446602
"4298",498,4,2014,4,"Bronx County",41.6,9.9,8.8,0.213592233009709
"4308",503,5,2014,4,"Bronx County",48,8.8,13.4,0.320388349514563
"4317",507,6,2014,4,"Bronx County",50.1,8.5,8.6,0.257281553398058
"4327",512,7,2014,4,"Bronx County",47,9.3,8.8,0.233009708737864
"4339",519,1,2014,4,"Bronx County",52.2,7,14.4,0.203883495145631
"4347",522,2,2014,4,"Bronx County",52.6,6.6,16,0.160194174757282
"4358",528,3,2014,4,"Bronx County",42.9,7.9,19.2,0.296116504854369
"4368",533,4,2014,4,"Bronx County",37.5,10,15.2,0.213592233009709
"4379",539,5,2014,4,"Bronx County",40.4,9.9,9.1,0.223300970873786
"4388",543,6,2014,4,"Bronx County",45.7,10,5.9,0.296116504854369
"4400",550,7,2014,4,"Bronx County",44.2,10,9.2,0.150485436893204
"4410",555,1,2014,4,"Bronx County",43.1,10,6.2,0.233009708737864
"4418",558,2,2014,4,"Bronx County",49.5,10,5.6,0.189320388349515
"4427",562,3,2014,4,"Bronx County",49.5,9.2,8.6,0.150485436893204
"4440",570,4,2014,4,"Bronx County",49.6,10,19.1,0.20873786407767
"4448",573,5,2014,4,"Bronx County",49,10,10.5,0.257281553398058
"4460",580,6,2014,4,"Bronx County",44.9,9.4,12.2,0.233009708737864
"4468",583,7,2014,4,"Bronx County",42.4,9.9,4.8,0.169902912621359
"4476",586,1,2014,4,"Bronx County",46.5,10,13.7,0.262135922330097
"4485",595,2,2014,4,"Bronx County",44.2,10,16.5,0.213592233009709
"4489",599,3,2014,4,"Bronx County",43.5,9.8,12.3,0.296116504854369
"5678",603,4,2014,5,"Bronx County",50.3,3.2,13.3,0.325242718446602
"5686",606,5,2014,5,"Bronx County",51.9,6.4,10.2,0.354368932038835
"5699",614,6,2014,5,"Bronx County",50.9,9.1,6.4,0.223300970873786
"5707",617,7,2014,5,"Bronx County",51.4,9.8,12.8,0.189320388349515
"5719",624,1,2014,5,"Bronx County",53.7,10,10.2,0.242718446601942
"5730",630,2,2014,5,"Bronx County",52.2,9.6,5.7,0.237864077669903
"5739",634,3,2014,5,"Bronx County",51.6,10,6.8,0.29126213592233
"5748",638,4,2014,5,"Bronx County",52,9.6,7.5,0.218446601941748
"5756",641,5,2014,5,"Bronx County",51.5,8.7,6.7,0.276699029126214
"5768",648,6,2014,5,"Bronx County",54.8,7.1,11.1,0.237864077669903
"5777",652,7,2014,5,"Bronx County",58.3,8.6,12.6,0.20873786407767
"5790",660,1,2014,5,"Bronx County",57.8,9.8,9.1,0.218446601941748
"5796",661,2,2014,5,"Bronx County",51.8,10,14.1,0.174757281553398
"5809",669,3,2014,5,"Bronx County",51.2,10,9.8,0.228155339805825
"5817",672,4,2014,5,"Bronx County",57.8,10,9.6,0.276699029126214
"5827",677,5,2014,5,"Bronx County",58.3,9.1,11.8,0.29126213592233
"5838",683,6,2014,5,"Bronx County",57.7,5.8,12.5,0.262135922330097
"5847",687,7,2014,5,"Bronx County",56.5,9.8,8.5,0.213592233009709
"5860",695,1,2014,5,"Bronx County",56.9,10,9,0.228155339805825
"5866",696,2,2014,5,"Bronx County",56.4,9.9,10.4,0.266990291262136
"5880",705,3,2014,5,"Bronx County",56.3,10,6,0.218446601941748
"5886",706,4,2014,5,"Bronx County",50.3,8.6,6,0.174757281553398
"5896",711,5,2014,5,"Bronx County",54.9,10,7.3,0.29126213592233
"5908",718,6,2014,5,"Bronx County",54.6,10,15,0.266990291262136
"5920",725,7,2014,5,"Bronx County",53.7,10,5.4,0.252427184466019
"5928",728,1,2014,5,"Bronx County",56.7,9.6,10.3,0.184466019417476
"5937",367,2,2014,5,"Bronx County",61.1,9.5,10,0.300970873786408
"5950",375,3,2014,5,"Bronx County",51.1,2.6,15.2,0.266990291262136
"5958",378,4,2014,5,"Bronx County",52,10,11.2,0.252427184466019
"5962",382,5,2014,5,"Bronx County",49.7,10,5.7,0.325242718446602
"5966",386,6,2014,5,"Bronx County",53.9,10,12.4,0.266990291262136
"7257",392,7,2014,6,"Bronx County",58.4,10,11,0.262135922330097
"7267",397,1,2014,6,"Bronx County",57.4,10,6.8,0.296116504854369
"7277",402,2,2014,6,"Bronx County",58.2,10,8.8,0.242718446601942
"7288",408,3,2014,6,"Bronx County",55.2,7.6,8.3,0.247572815533981
"7296",411,4,2014,6,"Bronx County",60,5.8,7.1,0.247572815533981
"7310",420,5,2014,6,"Bronx County",61.3,9.8,10,0.262135922330097
"7317",422,6,2014,6,"Bronx County",65.6,9.9,8.6,0.252427184466019
"7327",427,7,2014,6,"Bronx County",64.9,9.8,4.8,0.203883495145631
"7339",434,1,2014,6,"Bronx County",61.2,7.1,5.6,0.189320388349515
"7350",440,2,2014,6,"Bronx County",63.8,8.7,5.6,0.169902912621359
"7360",445,3,2014,6,"Bronx County",61.2,9.3,11.3,0.20873786407767
"7369",449,4,2014,6,"Bronx County",61,10,13.4,0.237864077669903
"7378",453,5,2014,6,"Bronx County",61.7,4,14.4,0.320388349514563
"7390",460,6,2014,6,"Bronx County",66.5,4.8,5.7,0.364077669902913
"7396",461,7,2014,6,"Bronx County",66.1,10,10.9,0.228155339805825
"7406",466,1,2014,6,"Bronx County",65.2,10,7.5,0.242718446601942
"7417",472,2,2014,6,"Bronx County",62.5,10,8.2,0.271844660194175
"7426",476,3,2014,6,"Bronx County",71.6,6.4,10.1,0.286407766990291
"7436",481,4,2014,6,"Bronx County",67.3,9.7,6.5,0.276699029126214
"7450",490,5,2014,6,"Bronx County",64.6,9.8,6,0.364077669902913
"7459",494,6,2014,6,"Bronx County",59.9,10,5.1,0.305825242718447
"7470",500,7,2014,6,"Bronx County",63.2,9.9,6,0.223300970873786
"7479",504,1,2014,6,"Bronx County",62.1,10,4.1,0.33495145631068
"7489",509,2,2014,6,"Bronx County",60,10,5.3,0.300970873786408
"7500",515,3,2014,6,"Bronx County",66.8,9.9,8.3,0.300970873786408
"7508",518,4,2014,6,"Bronx County",66.7,3.5,10.2,0.29126213592233
"7516",521,5,2014,6,"Bronx County",63.9,9.8,13.6,0.29126213592233
"7528",528,6,2014,6,"Bronx County",62.2,9.5,4.8,0.300970873786408
"7534",534,7,2014,6,"Bronx County",64.7,9.5,5,0.252427184466019
"7539",539,1,2014,6,"Bronx County",67.3,10,8,0.199029126213592
"8832",542,2,2014,7,"Bronx County",68.6,9.8,9.1,0.29126213592233
"8842",547,3,2014,7,"Bronx County",69,7.2,10.2,0.252427184466019
"8855",555,4,2014,7,"Bronx County",69.1,1.8,8.5,0.305825242718447
"8865",560,5,2014,7,"Bronx County",69.9,3.9,9.8,0.174757281553398
"8873",563,6,2014,7,"Bronx County",67,8.4,21.2,0.276699029126214
"8885",570,7,2014,7,"Bronx County",68.2,10,14.1,0.184466019417476
"8891",571,1,2014,7,"Bronx County",68.6,9.4,13.9,0.305825242718447
"8902",577,2,2014,7,"Bronx County",69.5,6.2,11.8,0.228155339805825
"8913",583,3,2014,7,"Bronx County",69.4,5.1,12.3,0.29126213592233
"8922",587,4,2014,7,"Bronx County",69.4,5.4,6.1,0.228155339805825
"8934",594,5,2014,7,"Bronx County",69.1,6.5,4.3,0.29126213592233
"8943",598,6,2014,7,"Bronx County",65.7,9.9,4.4,0.305825242718447
"8954",604,7,2014,7,"Bronx County",68.7,9.8,9.7,0.218446601941748
"8965",610,1,2014,7,"Bronx County",69.7,7.4,12,0.252427184466019
"8973",613,2,2014,7,"Bronx County",71.4,5.8,13.1,0.199029126213592
"8985",620,3,2014,7,"Bronx County",70.4,6,13.7,0.271844660194175
"8993",623,4,2014,7,"Bronx County",70.4,7.7,4.5,0.233009708737864
"9001",626,5,2014,7,"Bronx County",69.6,9.6,5,0.233009708737864
"9015",635,6,2014,7,"Bronx County",65,10,5,0.169902912621359
"9021",636,7,2014,7,"Bronx County",65.2,9.1,10,0.194174757281553
"9033",643,1,2014,7,"Bronx County",65.9,6,12.8,0.233009708737864
"9042",647,2,2014,7,"Bronx County",67.1,5.9,5.4,0.271844660194175
"9051",651,3,2014,7,"Bronx County",69.2,9.9,9.9,0.252427184466019
"9065",660,4,2014,7,"Bronx County",69.6,6.4,8.5,0.271844660194175
"9073",663,5,2014,7,"Bronx County",67.4,10,5.9,0.364077669902913
"9081",666,6,2014,7,"Bronx County",66.9,9.8,6.9,0.286407766990291
"9095",675,7,2014,7,"Bronx County",68.6,9.9,7.6,0.218446601941748
"9102",677,1,2014,7,"Bronx County",69.4,4.8,10,0.184466019417476
"9114",684,2,2014,7,"Bronx County",68.9,9.6,10.5,0.233009708737864
"9116",686,3,2014,7,"Bronx County",67.3,9.3,5.5,0.218446601941748
"9124",694,4,2014,7,"Bronx County",67.7,9.6,6.3,0.223300970873786
"10510",700,5,2014,8,"Bronx County",67.5,9,5.3,0.262135922330097
"10519",704,6,2014,8,"Bronx County",64.3,8.8,6.5,0.252427184466019
"10526",706,7,2014,8,"Bronx County",66.4,6,5.1,0.189320388349515
"10540",715,1,2014,8,"Bronx County",68.2,6,5.2,0.266990291262136
"10550",720,2,2014,8,"Bronx County",69.2,3.7,6.6,0.199029126213592
"10556",721,3,2014,8,"Bronx County",70.1,4.4,4.3,0.257281553398058
"10568",728,4,2014,8,"Bronx County",69.3,9.2,6.3,0.257281553398058
"10579",369,5,2014,8,"Bronx County",66.3,10,7.4,0.262135922330097
"10590",375,6,2014,8,"Bronx County",70.4,9.9,6.4,0.247572815533981
"10599",379,7,2014,8,"Bronx County",69.1,9.8,4.6,0.174757281553398
"10609",384,1,2014,8,"Bronx County",66.3,7.8,3.6,0.199029126213592
"10620",390,2,2014,8,"Bronx County",67.2,10,7.8,0.169902912621359
"10626",391,3,2014,8,"Bronx County",66.6,8.4,15.5,0.262135922330097
"10637",397,4,2014,8,"Bronx County",67.8,9.1,9.7,0.281553398058252
"10650",405,5,2014,8,"Bronx County",66.8,10,8.8,0.257281553398058
"10659",409,6,2014,8,"Bronx County",66.3,9.7,8.2,0.189320388349515
"10667",412,7,2014,8,"Bronx County",68.3,8.3,6.8,0.174757281553398
"10676",416,1,2014,8,"Bronx County",67.9,9.8,7.8,0.257281553398058
"10690",425,2,2014,8,"Bronx County",63.9,8.8,4.1,0.223300970873786
"10698",428,3,2014,8,"Bronx County",63.8,9.9,6,0.237864077669903
"10710",435,4,2014,8,"Bronx County",67.1,10,7.7,0.213592233009709
"10716",436,5,2014,8,"Bronx County",63.9,7.9,7.9,0.271844660194175
"10730",445,6,2014,8,"Bronx County",65.6,9.8,10.8,0.228155339805825
"10736",446,7,2014,8,"Bronx County",63.9,10,9,0.184466019417476
"10748",453,1,2014,8,"Bronx County",63.3,10,3.8,0.199029126213592
"10760",460,2,2014,8,"Bronx County",63,10,3.5,0.305825242718447
"10770",465,3,2014,8,"Bronx County",67.5,6.5,7.3,0.247572815533981
"10780",470,4,2014,8,"Bronx County",71,6.8,8.8,0.262135922330097
"10787",472,5,2014,8,"Bronx County",67.2,10,10.8,0.257281553398058
"10795",480,6,2014,8,"Bronx County",60.1,10,6.3,0.252427184466019
"10798",483,7,2014,8,"Bronx County",69.1,9.4,9,0.223300970873786
"12173",488,1,2014,9,"Bronx County",71.5,6.8,9.3,0.135922330097087
"12184",494,2,2014,9,"Bronx County",71.1,1.7,6.8,0.325242718446602
"12194",499,3,2014,9,"Bronx County",74,8.1,9.7,0.300970873786408
"12205",505,4,2014,9,"Bronx County",69.4,9.9,5.2,0.315533980582524
"12214",509,5,2014,9,"Bronx County",70.3,8.7,7.5,0.262135922330097
"12224",514,6,2014,9,"Bronx County",72,6.9,10.7,0.233009708737864
"12233",518,7,2014,9,"Bronx County",70.1,9,11,0.242718446601942
"12245",525,1,2014,9,"Bronx County",63.6,10,7.8,0.281553398058252
"12250",530,2,2014,9,"Bronx County",64.6,10,10.9,0.237864077669903
"12251",531,3,2014,9,"Bronx County",66.2,10,11.3,0.29126213592233
"12260",540,4,2014,9,"Bronx County",64.4,9.7,6.4,0.213592233009709
"12262",542,5,2014,9,"Bronx County",67.1,9.7,11.4,0.354368932038835
"12266",546,6,2014,9,"Bronx County",59.9,9.6,7.6,0.233009708737864
"12275",555,7,2014,9,"Bronx County",62.2,10,9.6,0.218446601941748
"12279",559,1,2014,9,"Bronx County",57.5,10,3.6,0.271844660194175
"12283",563,2,2014,9,"Bronx County",61.2,10,6.5,0.320388349514563
"12287",567,3,2014,9,"Bronx County",61.9,9.8,4.6,0.276699029126214
"12295",575,4,2014,9,"Bronx County",61.1,10,5,0.223300970873786
"12298",578,5,2014,9,"Bronx County",57.2,10,12.5,0.252427184466019
"12304",584,6,2014,9,"Bronx County",57,10,7.7,0.276699029126214
"12308",588,7,2014,9,"Bronx County",66.1,8.1,8.1,0.179611650485437
"12311",591,1,2014,9,"Bronx County",67.9,8.2,12.3,0.339805825242718
"12317",597,2,2014,9,"Bronx County",59,10,9.3,0.262135922330097
"12325",605,3,2014,9,"Bronx County",58.9,10,6.7,0.242718446601942
"12330",610,4,2014,9,"Bronx County",59.7,8.6,8.9,0.276699029126214
"12331",611,5,2014,9,"Bronx County",63.1,7.9,15.8,0.349514563106796
"12339",619,6,2014,9,"Bronx County",63.5,9.9,6.2,0.252427184466019
"12341",621,7,2014,9,"Bronx County",63.3,9.9,4.4,0.199029126213592
"12349",629,1,2014,9,"Bronx County",65.9,9.2,6.7,0.218446601941748
"12353",633,2,2014,9,"Bronx County",63.3,6.7,7,0.218446601941748
"13857",637,3,2014,10,"Bronx County",62.4,7.1,13.2,0.233009708737864
"13863",643,4,2014,10,"Bronx County",59.9,9.4,17.6,0.203883495145631
"13870",650,5,2014,10,"Bronx County",58.5,9.2,13.1,0.378640776699029
"13875",655,6,2014,10,"Bronx County",59.4,6.8,5.7,0.266990291262136
"13880",660,7,2014,10,"Bronx County",59.6,9.6,11,0.160194174757282
"13882",662,1,2014,10,"Bronx County",55.7,10,6.9,0.296116504854369
"13887",667,2,2014,10,"Bronx County",63,10,11.5,0.252427184466019
"13895",675,3,2014,10,"Bronx County",65.2,9.4,12.3,0.310679611650485
"13900",680,4,2014,10,"Bronx County",60.8,9.7,12.6,0.150485436893204
"13905",685,5,2014,10,"Bronx County",59,10,8.9,0.276699029126214
"13910",690,6,2014,10,"Bronx County",52.9,8.1,8.1,0.242718446601942
"13911",691,7,2014,10,"Bronx County",53.3,10,9.2,0.16504854368932
"13920",700,1,2014,10,"Bronx County",50.9,10,4.2,0.199029126213592
"13925",705,2,2014,10,"Bronx County",63.2,10,8.2,0.266990291262136
"13930",710,3,2014,10,"Bronx County",64.9,9.9,9.5,0.262135922330097
"13934",714,4,2014,10,"Bronx County",65,6.6,12,0.237864077669903
"13938",718,5,2014,10,"Bronx County",63.2,7.9,9.7,0.247572815533981
"13945",725,6,2014,10,"Bronx County",62.7,9,7.5,0.233009708737864
"13949",729,7,2014,10,"Bronx County",56,10,10.7,0.155339805825243
"13955",370,1,2014,10,"Bronx County",49,10,11.8,0.257281553398058
"13956",371,2,2014,10,"Bronx County",57.7,9.3,10.5,0.237864077669903
"13964",379,3,2014,10,"Bronx County",57,6.1,12.8,0.257281553398058
"13968",383,4,2014,10,"Bronx County",59.5,8.7,10.7,0.218446601941748
"13972",387,5,2014,10,"Bronx County",54.3,7.6,15.7,0.247572815533981
"13976",391,6,2014,10,"Bronx County",54.7,10,10.7,0.247572815533981
"13985",400,7,2014,10,"Bronx County",57.6,10,13.1,0.237864077669903
"13986",401,1,2014,10,"Bronx County",54.1,10,12,0.276699029126214
"13994",409,2,2014,10,"Bronx County",54.3,9.9,6.1,0.237864077669903
"13998",413,3,2014,10,"Bronx County",61.9,8,9.8,0.228155339805825
"14001",416,4,2014,10,"Bronx County",56.1,9.4,8.9,0.237864077669903
"14007",422,5,2014,10,"Bronx County",51.3,10,7.9,0.237864077669903
"14052",427,1,2014,11,"Bronx County",48.2,9.6,4,0.262135922330097
"14057",432,2,2014,11,"Bronx County",51,9.5,8.2,0.174757281553398
"14065",440,3,2014,11,"Bronx County",56.5,6,5.2,0.184466019417476
"14069",444,4,2014,11,"Bronx County",49.8,8.6,8.4,0.320388349514563
"14075",450,5,2014,11,"Bronx County",43.7,9.7,11.1,0.276699029126214
"14080",455,6,2014,11,"Bronx County",37,10,10.7,0.228155339805825
"14085",460,7,2014,11,"Bronx County",38.1,10,5.6,0.16504854368932
"14086",461,1,2014,11,"Bronx County",52.1,6.5,9.5,0.286407766990291
"14091",466,2,2014,11,"Bronx County",48.9,7.8,17.1,0.388349514563107
"14097",472,3,2014,11,"Bronx County",33.6,10,14.4,0.228155339805825
"14103",478,4,2014,11,"Bronx County",45.7,9.8,16.1,0.257281553398058
"14108",483,5,2014,11,"Bronx County",36.8,10,15.8,0.33495145631068
"14113",488,6,2014,11,"Bronx County",37.1,10,15.9,0.233009708737864
"14120",495,7,2014,11,"Bronx County",52.6,8.9,18.3,0.150485436893204
"14124",499,1,2014,11,"Bronx County",54.8,4.5,15.5,0.266990291262136
"14129",504,2,2014,11,"Bronx County",56.7,3.6,11.2,0.286407766990291
"14131",506,3,2014,11,"Bronx County",48,6.7,11.9,0.310679611650485
"14139",514,4,2014,11,"Bronx County",41.8,8.6,13.8,0.179611650485437
"14141",516,5,2014,11,"Bronx County",37,9.3,12.6,0.262135922330097
"14148",523,6,2014,11,"Bronx County",30.9,10,6.6,0.203883495145631
"14152",527,7,2014,11,"Bronx County",46.1,9.9,9.8,0.12621359223301
"15360",535,6,2014,11,"Bronx County",53,8.8,18.8,0.344660194174757
"15363",538,7,2014,11,"Bronx County",43.5,6.3,32.8,0.223300970873786
"15366",541,1,2014,11,"Bronx County",44.6,10,18.9,0.276699029126214
"15373",548,2,2014,11,"Bronx County",52.7,10,6.9,0.150485436893204
"15376",551,3,2014,11,"Bronx County",57.7,9.3,11.1,0.247572815533981
"15385",560,4,2014,11,"Bronx County",53.6,9.4,5.6,0.320388349514563
"15390",565,5,2014,11,"Bronx County",52.5,7.9,11.7,0.247572815533981
"15393",568,6,2014,11,"Bronx County",43.9,10,13.9,0.223300970873786
"15396",571,7,2014,11,"Bronx County",53.2,10,9.1,0.145631067961165
"15476",576,1,2014,12,"Bronx County",53.2,7.4,9.8,0.276699029126214
"15484",584,2,2014,12,"Bronx County",42.5,9.9,14.9,0.281553398058252
"15487",587,3,2014,12,"Bronx County",51.2,6.1,14.5,0.247572815533981
"15495",595,4,2014,12,"Bronx County",43.1,9.9,11.5,0.242718446601942
"15497",597,5,2014,12,"Bronx County",39.3,9.8,9.3,0.266990291262136
"15502",602,6,2014,12,"Bronx County",48.9,6.8,9.8,0.286407766990291
"15507",607,7,2014,12,"Bronx County",41.9,8,25,0.179611650485437
"15512",612,1,2014,12,"Bronx County",35.4,10,19.6,0.266990291262136
"15516",616,2,2014,12,"Bronx County",48.7,5.8,19.6,0.257281553398058
"15522",622,3,2014,12,"Bronx County",47.9,8.4,8.6,0.320388349514563
"15530",630,4,2014,12,"Bronx County",40.8,9.5,19.3,0.276699029126214
"15533",633,5,2014,12,"Bronx County",37,10,8.2,0.296116504854369
"15540",640,6,2014,12,"Bronx County",36.9,9.9,9.8,0.262135922330097
"15544",644,7,2014,12,"Bronx County",39,10,10.9,0.223300970873786
"15548",648,1,2014,12,"Bronx County",37.8,9.9,5.8,0.29126213592233
"15555",655,2,2014,12,"Bronx County",44,9.6,4.2,0.266990291262136
"15556",656,3,2014,12,"Bronx County",48.6,8,8.8,0.281553398058252
"15563",663,4,2014,12,"Bronx County",42.4,10,14.1,0.300970873786408
"15570",670,5,2014,12,"Bronx County",37.3,10,9.6,0.300970873786408
"15572",672,6,2014,12,"Bronx County",38.2,10,8.3,0.228155339805825
"15576",676,7,2014,12,"Bronx County",41.4,9.8,7.1,0.174757281553398
"15584",684,1,2014,12,"Bronx County",42.9,9.7,7.5,0.233009708737864
"15589",689,2,2014,12,"Bronx County",47.4,6.6,11.1,0.305825242718447
"15592",692,3,2014,12,"Bronx County",50.7,2.1,10.2,0.223300970873786
"15599",699,4,2014,12,"Bronx County",53.1,4.1,15.1,0.140776699029126
